condition,repeat,fold,features,auc,n_words
lenadj,15,3,combined,0.9715313463514902,1563
lenadj,15,4,length_only,0.798355601233299,0
lenadj,15,4,lexical,0.9673175745118192,1512
lenadj,15,4,rhythm,0.781397738951696,0
lenadj,15,4,combined,0.9767728674203494,1512
lenadj,16,0,length_only,0.8177551020408164,0
lenadj,16,0,lexical,0.9724489795918367,1541
lenadj,16,0,rhythm,0.8065306122448979,0
lenadj,16,0,combined,0.9783673469387756,1541
lenadj,16,1,length_only,0.8098663926002057,0
lenadj,16,1,lexical,0.981808838643371,1570
lenadj,16,1,rhythm,0.7944501541623844,0
lenadj,16,1,combined,0.9828365878725591,1570
lenadj,16,2,length_only,0.804830421377184,0
lenadj,16,2,lexical,0.9649537512846864,1508
lenadj,16,2,rhythm,0.8446043165467627,0
lenadj,16,2,combined,0.9749229188078108,1508
lenadj,16,3,length_only,0.8626927029804727,0
lenadj,16,3,lexical,0.9833504624871532,1515
lenadj,16,3,rhythm,0.8030832476875643,0
lenadj,16,3,combined,0.9832476875642343,1515
lenadj,16,4,length_only,0.7496402877697841,0
lenadj,16,4,lexical,0.9835560123329907,1565
lenadj,16,4,rhythm,0.8248715313463515,0
lenadj,16,4,combined,0.9849948612538542,1565
lenadj,17,0,length_only,0.8453061224489796,0
lenadj,17,0,lexical,0.9769387755102041,1504
lenadj,17,0,rhythm,0.8060204081632654,0
lenadj,17,0,combined,0.9783673469387756,1504
lenadj,17,1,length_only,0.7561151079136691,0
lenadj,17,1,lexical,0.9756423432682426,1593
lenadj,17,1,rhythm,0.8596094552929086,0
lenadj,17,1,combined,0.9854059609455292,1593
lenadj,17,2,length_only,0.8200411099691676,0
lenadj,17,2,lexical,0.9655704008221995,1534
lenadj,17,2,rhythm,0.8072970195272354,0
lenadj,17,2,combined,0.9787255909558068,1534
lenadj,17,3,length_only,0.8107913669064749,0
lenadj,17,3,lexical,0.9661870503597122,1564
lenadj,17,3,rhythm,0.7474820143884893,0
lenadj,17,3,combined,0.9663926002055498,1564
lenadj,17,4,length_only,0.8180883864337102,0
lenadj,17,4,lexical,0.9892086330935252,1523
lenadj,17,4,rhythm,0.8426515930113052,0
lenadj,17,4,combined,0.9920863309352518,1523
lenadj,18,0,length_only,0.7742857142857142,0
lenadj,18,0,lexical,0.9663265306122448,1545
lenadj,18,0,rhythm,0.8311224489795919,0
lenadj,18,0,combined,0.9758163265306123,1545
lenadj,18,1,length_only,0.8097636176772868,0
lenadj,18,1,lexical,0.9857142857142858,1533
lenadj,18,1,rhythm,0.7618705035971223,0
lenadj,18,1,combined,0.9862281603288797,1533
lenadj,18,2,length_only,0.7990750256937307,0
lenadj,18,2,lexical,0.9554984583761562,1550
lenadj,18,2,rhythm,0.8780061664953751,0
lenadj,18,2,combined,0.9692702980472765,1550
lenadj,18,3,length_only,0.817677286742035,0
lenadj,18,3,lexical,0.9795477903391572,1538
lenadj,18,3,rhythm,0.7843782117163413,0
lenadj,18,3,combined,0.9811921891058581,1538
lenadj,18,4,length_only,0.8479958890030833,0
lenadj,18,4,lexical,0.9910585817060638,1525
lenadj,18,4,rhythm,0.7911613566289826,0
lenadj,18,4,combined,0.990955806783145,1525
lenadj,19,0,length_only,0.8317346938775511,0
lenadj,19,0,lexical,0.9811224489795918,1524
lenadj,19,0,rhythm,0.8274489795918367,0
lenadj,19,0,combined,0.9875510204081632,1524
lenadj,19,1,length_only,0.8052415210688592,0
lenadj,19,1,lexical,0.9775950668036999,1527
lenadj,19,1,rhythm,0.8214799588900309,0
lenadj,19,1,combined,0.9813977389516959,1527
lenadj,19,2,length_only,0.8200411099691676,0
lenadj,19,2,lexical,0.9870503597122302,1554
lenadj,19,2,rhythm,0.7915724563206578,0
lenadj,19,2,combined,0.9935251798561151,1554
lenadj,19,3,length_only,0.7830421377183967,0
lenadj,19,3,lexical,0.9215827338129496,1470
lenadj,19,3,rhythm,0.8291880781089415,0
lenadj,19,3,combined,0.9388489208633093,1470
lenadj,19,4,length_only,0.8173689619732787,0
lenadj,19,4,lexical,0.9875642343268243,1619
lenadj,19,4,rhythm,0.7688591983556013,0
lenadj,19,4,combined,0.9849948612538542,1619
sens_degen,0,0,lexical,0.9991658846835575,1518
sens_degen,0,0,rhythm,0.9247210926910646,0
sens_degen,0,0,combined,0.9992701490981128,1518
sens_degen,0,1,lexical,0.9993744135126682,1550
sens_degen,0,1,rhythm,0.9378584089250339,0
sens_degen,0,1,combined,1.0,1550
sens_degen,0,2,lexical,0.9988530914398916,1533
sens_degen,0,2,rhythm,0.896152643102909,0
sens_degen,0,2,combined,0.9997914711708894,1533
sens_degen,0,3,lexical,0.9992701490981128,1534
sens_degen,0,3,rhythm,0.8959441142737984,0
sens_degen,0,3,combined,0.9995829423417787,1534
sens_degen,0,4,lexical,0.9927521008403362,1535
sens_degen,0,4,rhythm,0.9227941176470589,0
sens_degen,0,4,combined,0.992752100840336,1535
sens_degen,1,0,lexical,0.9985402981962256,1560
sens_degen,1,0,rhythm,0.9223230111562923,0
sens_degen,1,0,combined,0.9994786779272234,1560
sens_degen,1,1,lexical,1.0,1544
sens_degen,1,1,rhythm,0.9164842039411949,0
sens_degen,1,1,combined,1.0,1544
sens_degen,1,2,lexical,0.9919716400792409,1554
sens_degen,1,2,rhythm,0.914190386820978,0
sens_degen,1,2,combined,0.9918673756646856,1554
sens_degen,1,3,lexical,1.0,1577
sens_degen,1,3,rhythm,0.9024085079762277,0
sens_degen,1,3,combined,1.0,1577
sens_degen,1,4,lexical,0.996953781512605,1499
sens_degen,1,4,rhythm,0.9130252100840337,0
sens_degen,1,4,combined,0.9996848739495798,1499
sens_degen,2,0,lexical,0.9928057553956834,1521
sens_degen,2,0,rhythm,0.9093942237514336,0
sens_degen,2,0,combined,0.9930142842247941,1521
sens_degen,2,1,lexical,0.9991658846835575,1610
sens_degen,2,1,rhythm,0.9176311125013032,0
sens_degen,2,1,combined,0.9988530914398916,1610
sens_degen,2,2,lexical,1.0,1498
sens_degen,2,2,rhythm,0.919195078719633,0
sens_degen,2,2,combined,1.0,1498
sens_degen,2,3,lexical,0.9982275049525597,1536
sens_degen,2,3,rhythm,0.9117923052862058,0
sens_degen,2,3,combined,0.9997914711708894,1536
sens_degen,2,4,lexical,0.9995798319327731,1517
sens_degen,2,4,rhythm,0.9106092436974791,0
sens_degen,2,4,combined,1.0,1517
sens_degen,3,0,lexical,0.9997914711708894,1503
sens_degen,3,0,rhythm,0.9219059534980711,0
sens_degen,3,0,combined,1.0,1503
sens_degen,3,1,lexical,0.9988530914398916,1536
sens_degen,3,1,rhythm,0.9234699197164008,0
sens_degen,3,1,combined,0.998331769367115,1536
sens_degen,3,2,lexical,0.9984360337816703,1588
sens_degen,3,2,rhythm,0.9112709832134293,0
sens_degen,3,2,combined,0.9997914711708894,1588
sens_degen,3,3,lexical,0.9997914711708893,1495
sens_degen,3,3,rhythm,0.8909394223751433,0
sens_degen,3,3,combined,1.0,1495
sens_degen,3,4,lexical,0.9926470588235293,1554
sens_degen,3,4,rhythm,0.9209033613445379,0
sens_degen,3,4,combined,0.9924369747899159,1554
sens_degen,4,0,lexical,0.9997914711708894,1502
sens_degen,4,0,rhythm,0.9077259931185486,0
sens_degen,4,0,combined,0.9996872067563342,1502
sens_degen,4,1,lexical,1.0,1532
sens_degen,4,1,rhythm,0.8978208737357939,0
sens_degen,4,1,combined,0.9997914711708894,1532
sens_degen,4,2,lexical,0.9930142842247941,1528
sens_degen,4,2,rhythm,0.9162756751120842,0
sens_degen,4,2,combined,0.9930142842247941,1528
sens_degen,4,3,lexical,0.998018976123449,1598
sens_degen,4,3,rhythm,0.9162756751120842,0
sens_degen,4,3,combined,0.9993744135126682,1598
sens_degen,4,4,lexical,0.9990546218487395,1513
sens_degen,4,4,rhythm,0.9381302521008403,0
sens_degen,4,4,combined,0.9989495798319328,1513
sens_degen,5,0,lexical,0.9988530914398915,1537
sens_degen,5,0,rhythm,0.9331665102700448,0
sens_degen,5,0,combined,0.9991658846835575,1537
sens_degen,5,1,lexical,0.9992701490981128,1529
sens_degen,5,1,rhythm,0.9014701282452299,0
sens_degen,5,1,combined,0.9998957355854448,1529
sens_degen,5,2,lexical,0.9993744135126681,1503
sens_degen,5,2,rhythm,0.9291001981023876,0
sens_degen,5,2,combined,1.0,1503
sens_degen,5,3,lexical,0.9928057553956835,1545
sens_degen,5,3,rhythm,0.8906266291314775,0
sens_degen,5,3,combined,0.9928057553956835,1545
sens_degen,5,4,lexical,0.9995798319327731,1557
sens_degen,5,4,rhythm,0.9107142857142857,0
sens_degen,5,4,combined,1.0,1557
sens_degen,6,0,lexical,0.9996872067563342,1544
sens_degen,6,0,rhythm,0.9287874048587217,0
sens_degen,6,0,combined,1.0,1544
sens_degen,6,1,lexical,0.9998957355854448,1588
sens_degen,6,1,rhythm,0.8830153268689396,0
sens_degen,6,1,combined,1.0,1588
sens_degen,6,2,lexical,0.9984360337816703,1570
sens_degen,6,2,rhythm,0.917839641330414,0
sens_degen,6,2,combined,0.9994786779272234,1570
sens_degen,6,3,lexical,0.9927014909811281,1491
sens_degen,6,3,rhythm,0.8971952872484621,0
sens_degen,6,3,combined,0.9924929621520175,1491
sens_degen,6,4,lexical,0.998844537815126,1483
sens_degen,6,4,rhythm,0.9461134453781512,0
sens_degen,6,4,combined,0.9989495798319328,1483
sens_degen,7,0,lexical,0.9993744135126681,1545
sens_degen,7,0,rhythm,0.9367115003649253,0
sens_degen,7,0,combined,1.0,1545
sens_degen,7,1,lexical,0.9929100198102389,1534
sens_degen,7,1,rhythm,0.9289959336878323,0
sens_degen,7,1,combined,0.9934313418830154,1534
sens_degen,7,2,lexical,0.9991658846835575,1553
sens_degen,7,2,rhythm,0.8824940047961631,0
sens_degen,7,2,combined,0.9982275049525597,1553
sens_degen,7,3,lexical,0.9977061828797832,1540
sens_degen,7,3,rhythm,0.8940673548118028,0
sens_degen,7,3,combined,0.9995829423417788,1540
sens_degen,7,4,lexical,1.0,1498
sens_degen,7,4,rhythm,0.9203781512605043,0
sens_degen,7,4,combined,1.0,1498
sens_degen,8,0,lexical,1.0,1525
sens_degen,8,0,rhythm,0.9368157647794808,0
sens_degen,8,0,combined,0.9994786779272234,1525
sens_degen,8,1,lexical,0.9929100198102387,1528
sens_degen,8,1,rhythm,0.9270149098112814,0
sens_degen,8,1,combined,0.99332707746846,1528
sens_degen,8,2,lexical,0.9993744135126681,1541
sens_degen,8,2,rhythm,0.9116880408716506,0
sens_degen,8,2,combined,0.9996872067563342,1541
sens_degen,8,3,lexical,0.9986445626107809,1569
sens_degen,8,3,rhythm,0.8749869669481806,0
sens_degen,8,3,combined,0.9994786779272234,1569
sens_degen,8,4,lexical,0.9991596638655462,1544
sens_degen,8,4,rhythm,0.9282563025210084,0
sens_degen,8,4,combined,1.0,1544
sens_degen,9,0,lexical,0.9928057553956834,1505
sens_degen,9,0,rhythm,0.9378584089250339,0
sens_degen,9,0,combined,0.9932228130539047,1505
sens_degen,9,1,lexical,0.9987488270253363,1561
sens_degen,9,1,rhythm,0.9130434782608695,0
sens_degen,9,1,combined,0.9985402981962256,1561
sens_degen,9,2,lexical,1.0,1524
sens_degen,9,2,rhythm,0.8949014701282452,0
sens_degen,9,2,combined,1.0,1524
sens_degen,9,3,lexical,0.9988530914398916,1559
sens_degen,9,3,rhythm,0.9080387863622146,0
sens_degen,9,3,combined,0.9995829423417787,1559
sens_degen,9,4,lexical,0.9984243697478992,1500
sens_degen,9,4,rhythm,0.9159663865546219,0
sens_degen,9,4,combined,0.9992647058823529,1500
sens_degen,10,0,lexical,1.0,1539
sens_degen,10,0,rhythm,0.9675737670732979,0
sens_degen,10,0,combined,1.0,1539
sens_degen,10,1,lexical,0.9982275049525597,1571
sens_degen,10,1,rhythm,0.8760296110937338,0
sens_degen,10,1,combined,0.9990616202690022,1571
sens_degen,10,2,lexical,0.9996872067563342,1515
sens_degen,10,2,rhythm,0.9038682097800022,0
sens_degen,10,2,combined,0.9997914711708894,1515
sens_degen,10,3,lexical,0.9928057553956835,1475
sens_degen,10,3,rhythm,0.9029298300490043,0
sens_degen,10,3,combined,0.9930142842247941,1475
sens_degen,10,4,lexical,0.9996848739495798,1542
sens_degen,10,4,rhythm,0.9026260504201681,0
sens_degen,10,4,combined,0.9997899159663866,1542
sens_degen,11,0,lexical,0.9982275049525596,1581
sens_degen,11,0,rhythm,0.874465644875404,0
sens_degen,11,0,combined,0.9990616202690021,1581
sens_degen,11,1,lexical,1.0,1492
sens_degen,11,1,rhythm,0.9018871859034512,0
sens_degen,11,1,combined,1.0,1492
sens_degen,11,2,lexical,1.0,1530
sens_degen,11,2,rhythm,0.9200291940360754,0
sens_degen,11,2,combined,1.0,1530
sens_degen,11,3,lexical,0.9994786779272234,1557
sens_degen,11,3,rhythm,0.9071004066312167,0
sens_degen,11,3,combined,0.999687206756334,1557
sens_degen,11,4,lexical,0.9911764705882353,1527
sens_degen,11,4,rhythm,0.952626050420168,0
sens_degen,11,4,combined,0.9915966386554622,1527
sens_degen,12,0,lexical,0.9990616202690021,1545
sens_degen,12,0,rhythm,0.9098112814096548,0
sens_degen,12,0,combined,0.9997914711708894,1545
sens_degen,12,1,lexical,1.0,1533
sens_degen,12,1,rhythm,0.915858617453863,0
sens_degen,12,1,combined,1.0,1533
sens_degen,12,2,lexical,0.9973933896361171,1506
sens_degen,12,2,rhythm,0.9212803670107392,0
sens_degen,12,2,combined,0.9972891252215619,1506
sens_degen,12,3,lexical,0.9992701490981128,1536
sens_degen,12,3,rhythm,0.909185694922323,0
sens_degen,12,3,combined,1.0,1536
sens_degen,12,4,lexical,0.9923319327731092,1516
sens_degen,12,4,rhythm,0.9128151260504203,0
sens_degen,12,4,combined,0.9929621848739496,1516
sens_degen,13,0,lexical,0.9994786779272234,1480
sens_degen,13,0,rhythm,0.9263893233239495,0
sens_degen,13,0,combined,0.9998957355854448,1480
sens_degen,13,1,lexical,0.9930142842247941,1532
sens_degen,13,1,rhythm,0.8618496507142113,0
sens_degen,13,1,combined,0.9930142842247941,1532
sens_degen,13,2,lexical,0.9988530914398916,1500
sens_degen,13,2,rhythm,0.9278490251277239,0
sens_degen,13,2,combined,0.9987488270253362,1500
sens_degen,13,3,lexical,1.0,1587
sens_degen,13,3,rhythm,0.9100198102387655,0
sens_degen,13,3,combined,1.0,1587
sens_degen,13,4,lexical,1.0,1573
sens_degen,13,4,rhythm,0.9428571428571428,0
sens_degen,13,4,combined,1.0,1573
sens_degen,14,0,lexical,0.9923886977374622,1527
sens_degen,14,0,rhythm,0.9163799395266397,0
sens_degen,14,0,combined,0.99332707746846,1527
sens_degen,14,1,lexical,0.9988530914398915,1524
sens_degen,14,1,rhythm,0.9190908143050777,0
sens_degen,14,1,combined,0.9988530914398915,1524
sens_degen,14,2,lexical,0.9998957355854448,1545
sens_degen,14,2,rhythm,0.9304556354916068,0
sens_degen,14,2,combined,1.0,1545
sens_degen,14,3,lexical,1.0,1561
sens_degen,14,3,rhythm,0.896152643102909,0
sens_degen,14,3,combined,1.0,1561
sens_degen,14,4,lexical,1.0,1547
sens_degen,14,4,rhythm,0.9019957983193276,0
sens_degen,14,4,combined,1.0,1547
sens_degen,15,0,lexical,0.9998957355854448,1508
sens_degen,15,0,rhythm,0.9200291940360755,0
sens_degen,15,0,combined,1.0,1508
sens_degen,15,1,lexical,1.0,1570
sens_degen,15,1,rhythm,0.9281618183713899,0
sens_degen,15,1,combined,1.0,1570
sens_degen,15,2,lexical,0.9929100198102387,1550
sens_degen,15,2,rhythm,0.9534980711083307,0
sens_degen,15,2,combined,0.9931185486393495,1550
sens_degen,15,3,lexical,0.9987488270253362,1520
sens_degen,15,3,rhythm,0.8282765092274007,0
sens_degen,15,3,combined,0.9974976540506725,1520
sens_degen,15,4,lexical,0.9978991596638656,1542
sens_degen,15,4,rhythm,0.9154411764705882,0
sens_degen,15,4,combined,0.9994747899159664,1542
sens_degen,16,0,lexical,1.0,1528
sens_degen,16,0,rhythm,0.928891669273277,0
sens_degen,16,0,combined,0.9998957355854448,1528
sens_degen,16,1,lexical,0.998018976123449,1574
sens_degen,16,1,rhythm,0.9127306850172036,0
sens_degen,16,1,combined,0.998018976123449,1574
sens_degen,16,2,lexical,1.0,1526
sens_degen,16,2,rhythm,0.8979251381503494,0
sens_degen,16,2,combined,0.9998957355854448,1526
sens_degen,16,3,lexical,0.9988530914398915,1522
sens_degen,16,3,rhythm,0.9020957147325619,0
sens_degen,16,3,combined,0.999687206756334,1522
sens_degen,16,4,lexical,0.993172268907563,1546
sens_degen,16,4,rhythm,0.9197478991596638,0
sens_degen,16,4,combined,0.9935924369747899,1546
sens_degen,17,0,lexical,1.0,1591
sens_degen,17,0,rhythm,0.8930247106662496,0
sens_degen,17,0,combined,0.9996872067563342,1591
sens_degen,17,1,lexical,0.9997914711708894,1533
sens_degen,17,1,rhythm,0.9152330309665311,0
sens_degen,17,1,combined,0.9998957355854448,1533
sens_degen,17,2,lexical,0.9928057553956835,1519
sens_degen,17,2,rhythm,0.9497445521843395,0
sens_degen,17,2,combined,0.9929100198102389,1519
sens_degen,17,3,lexical,1.0,1486
sens_degen,17,3,rhythm,0.9092899593368783,0
sens_degen,17,3,combined,1.0,1486
sens_degen,17,4,lexical,0.9980042016806723,1538
sens_degen,17,4,rhythm,0.9017857142857143,0
sens_degen,17,4,combined,0.9991596638655462,1538
sens_degen,18,0,lexical,0.9911375247627985,1502
sens_degen,18,0,rhythm,0.9073089354603275,0
sens_degen,18,0,combined,0.9906162026900218,1502
sens_degen,18,1,lexical,1.0,1521
sens_degen,18,1,rhythm,0.9273277030549474,0
sens_degen,18,1,combined,1.0,1521
sens_degen,18,2,lexical,0.9993744135126682,1574
sens_degen,18,2,rhythm,0.9017829214888958,0
sens_degen,18,2,combined,0.9998957355854448,1574
sens_degen,18,3,lexical,0.9992701490981128,1544
sens_degen,18,3,rhythm,0.9261807944948389,0
sens_degen,18,3,combined,0.9998957355854448,1544
sens_degen,18,4,lexical,1.0,1530
sens_degen,18,4,rhythm,0.9084033613445379,0
sens_degen,18,4,combined,1.0,1530
sens_degen,19,0,lexical,0.9928057553956835,1520
sens_degen,19,0,rhythm,0.8976123449066834,0
sens_degen,19,0,combined,0.9931185486393495,1520
sens_degen,19,1,lexical,0.9989573558544469,1528
sens_degen,19,1,rhythm,0.9202377228651861,0
sens_degen,19,1,combined,0.9992701490981128,1528
sens_degen,19,2,lexical,1.0,1524
sens_degen,19,2,rhythm,0.9036596809508914,0
sens_degen,19,2,combined,1.0,1524
sens_degen,19,3,lexical,0.999687206756334,1559
sens_degen,19,3,rhythm,0.9449483891147952,0
sens_degen,19,3,combined,1.0,1559
sens_degen,19,4,lexical,0.998844537815126,1527
sens_degen,19,4,rhythm,0.9133403361344538,0
sens_degen,19,4,combined,0.9997899159663866,1527
sens_nollama,0,0,lexical,0.9933333333333334,1318
sens_nollama,0,0,rhythm,0.9515476190476191,0
sens_nollama,0,0,combined,0.9946428571428572,1318
sens_nollama,0,1,lexical,1.0,1262
sens_nollama,0,1,rhythm,0.920263788968825,0
sens_nollama,0,1,combined,1.0,1262
sens_nollama,0,2,lexical,0.999400479616307,1285
sens_nollama,0,2,rhythm,0.9101918465227817,0
sens_nollama,0,2,combined,1.0,1285
sens_nollama,0,3,lexical,1.0,1361
sens_nollama,0,3,rhythm,0.905515587529976,0
sens_nollama,0,3,combined,1.0,1361
sens_nollama,0,4,lexical,0.9997601918465229,1277
sens_nollama,0,4,rhythm,0.9233812949640288,0
sens_nollama,0,4,combined,0.9997601918465228,1277
sens_nollama,1,0,lexical,1.0,1336
sens_nollama,1,0,rhythm,0.9257142857142857,0
sens_nollama,1,0,combined,0.9998809523809524,1336
sens_nollama,1,1,lexical,0.9940047961630696,1254
sens_nollama,1,1,rhythm,0.9449640287769785,0
sens_nollama,1,1,combined,0.9948441247002399,1254
sens_nollama,1,2,lexical,1.0,1290
sens_nollama,1,2,rhythm,0.9074340527577938,0
sens_nollama,1,2,combined,1.0,1290
sens_nollama,1,3,lexical,1.0,1301
sens_nollama,1,3,rhythm,0.9172661870503598,0
sens_nollama,1,3,combined,1.0,1301
sens_nollama,1,4,lexical,0.9995203836930455,1333
sens_nollama,1,4,rhythm,0.9074340527577938,0
sens_nollama,1,4,combined,1.0,1333
sens_nollama,2,0,lexical,1.0,1303
sens_nollama,2,0,rhythm,0.9264285714285714,0
sens_nollama,2,0,combined,1.0,1303
sens_nollama,2,1,lexical,0.9998800959232614,1307
sens_nollama,2,1,rhythm,0.9315347721822542,0
sens_nollama,2,1,combined,0.9998800959232614,1307
sens_nollama,2,2,lexical,0.9935251798561151,1254
sens_nollama,2,2,rhythm,0.9317745803357315,0
sens_nollama,2,2,combined,0.9940047961630696,1254
sens_nollama,2,3,lexical,0.999400479616307,1346
sens_nollama,2,3,rhythm,0.9218225419664269,0
sens_nollama,2,3,combined,1.0,1346
sens_nollama,2,4,lexical,1.0,1298
sens_nollama,2,4,rhythm,0.8865707434052759,0
sens_nollama,2,4,combined,1.0,1298
sens_nollama,3,0,lexical,0.9998809523809524,1300
sens_nollama,3,0,rhythm,0.8846428571428571,0
sens_nollama,3,0,combined,0.9998809523809524,1300
sens_nollama,3,1,lexical,1.0,1305
sens_nollama,3,1,rhythm,0.9378896882494004,0
sens_nollama,3,1,combined,1.0,1305
sens_nollama,3,2,lexical,0.9932853717026379,1339
sens_nollama,3,2,rhythm,0.9268585131894485,0
sens_nollama,3,2,combined,0.9938848920863309,1339
sens_nollama,3,3,lexical,1.0,1277
sens_nollama,3,3,rhythm,0.9404076738609113,0
sens_nollama,3,3,combined,1.0,1277
sens_nollama,3,4,lexical,0.9996402877697842,1308
sens_nollama,3,4,rhythm,0.9071942446043165,0
sens_nollama,3,4,combined,1.0,1308
sens_nollama,4,0,lexical,1.0,1273
sens_nollama,4,0,rhythm,0.9080952380952381,0
sens_nollama,4,0,combined,1.0,1273
sens_nollama,4,1,lexical,0.9997601918465229,1251
sens_nollama,4,1,rhythm,0.8960431654676259,0
sens_nollama,4,1,combined,1.0,1251
sens_nollama,4,2,lexical,1.0,1328
sens_nollama,4,2,rhythm,0.9309352517985612,0
sens_nollama,4,2,combined,1.0,1328
sens_nollama,4,3,lexical,0.9995203836930455,1302
sens_nollama,4,3,rhythm,0.9440047961630695,0
sens_nollama,4,3,combined,0.9998800959232614,1302
sens_nollama,4,4,lexical,0.9934052757793765,1291
sens_nollama,4,4,rhythm,0.9286570743405276,0
sens_nollama,4,4,combined,0.9941247002398081,1291
sens_nollama,5,0,lexical,0.993452380952381,1305
sens_nollama,5,0,rhythm,0.9170238095238095,0
sens_nollama,5,0,combined,0.9938095238095238,1305
sens_nollama,5,1,lexical,1.0,1292
sens_nollama,5,1,rhythm,0.9428057553956835,0
sens_nollama,5,1,combined,0.9998800959232614,1292
sens_nollama,5,2,lexical,1.0,1253
sens_nollama,5,2,rhythm,0.9199040767386092,0
sens_nollama,5,2,combined,1.0,1253
sens_nollama,5,3,lexical,1.0,1313
sens_nollama,5,3,rhythm,0.8947242206235012,0
sens_nollama,5,3,combined,0.9997601918465228,1313
sens_nollama,5,4,lexical,0.9988009592326139,1330
sens_nollama,5,4,rhythm,0.9404076738609113,0
sens_nollama,5,4,combined,1.0,1330
sens_nollama,6,0,lexical,0.9935714285714285,1288
sens_nollama,6,0,rhythm,0.9249999999999999,0
sens_nollama,6,0,combined,0.9945238095238096,1288
sens_nollama,6,1,lexical,1.0,1261
sens_nollama,6,1,rhythm,0.9080335731414868,0
sens_nollama,6,1,combined,1.0,1261
sens_nollama,6,2,lexical,0.9996402877697842,1298
sens_nollama,6,2,rhythm,0.9412470023980815,0
sens_nollama,6,2,combined,1.0,1298
sens_nollama,6,3,lexical,0.9998800959232614,1330
sens_nollama,6,3,rhythm,0.9494004796163069,0
sens_nollama,6,3,combined,0.9998800959232614,1330
sens_nollama,6,4,lexical,1.0,1360
sens_nollama,6,4,rhythm,0.8823741007194245,0
sens_nollama,6,4,combined,1.0,1360
sens_nollama,7,0,lexical,0.9933333333333334,1252
sens_nollama,7,0,rhythm,0.8792857142857143,0
sens_nollama,7,0,combined,0.9935714285714285,1252
sens_nollama,7,1,lexical,0.9997601918465229,1268
sens_nollama,7,1,rhythm,0.9483213429256595,0
sens_nollama,7,1,combined,0.9997601918465229,1268
sens_nollama,7,2,lexical,0.9995203836930455,1311
sens_nollama,7,2,rhythm,0.9348920863309352,0
sens_nollama,7,2,combined,0.9998800959232614,1311
sens_nollama,7,3,lexical,1.0,1336
sens_nollama,7,3,rhythm,0.9189448441247002,0
sens_nollama,7,3,combined,0.9998800959232614,1336
sens_nollama,7,4,lexical,1.0,1292
sens_nollama,7,4,rhythm,0.9137889688249401,0
sens_nollama,7,4,combined,1.0,1292
sens_nollama,8,0,lexical,1.0,1319
sens_nollama,8,0,rhythm,0.933452380952381,0
sens_nollama,8,0,combined,1.0,1319
sens_nollama,8,1,lexical,0.9998800959232614,1259
sens_nollama,8,1,rhythm,0.9134292565947242,0
sens_nollama,8,1,combined,1.0,1259
sens_nollama,8,2,lexical,0.9997601918465228,1281
sens_nollama,8,2,rhythm,0.9149880095923261,0
sens_nollama,8,2,combined,1.0,1281
sens_nollama,8,3,lexical,0.9936450839328538,1313
sens_nollama,8,3,rhythm,0.9311750599520383,0
sens_nollama,8,3,combined,0.9943645083932854,1313
sens_nollama,8,4,lexical,1.0,1330
sens_nollama,8,4,rhythm,0.9142685851318945,0
sens_nollama,8,4,combined,0.9998800959232614,1330
sens_nollama,9,0,lexical,1.0,1285
sens_nollama,9,0,rhythm,0.9489285714285715,0
sens_nollama,9,0,combined,1.0,1285
sens_nollama,9,1,lexical,1.0,1274
sens_nollama,9,1,rhythm,0.9284172661870503,0
sens_nollama,9,1,combined,1.0,1274
sens_nollama,9,2,lexical,0.999400479616307,1345
sens_nollama,9,2,rhythm,0.9205035971223021,0
sens_nollama,9,2,combined,0.9998800959232614,1345
sens_nollama,9,3,lexical,0.993884892086331,1278
sens_nollama,9,3,rhythm,0.9103117505995203,0
sens_nollama,9,3,combined,0.9950839328537171,1278
sens_nollama,9,4,lexical,1.0,1294
sens_nollama,9,4,rhythm,0.8924460431654676,0
sens_nollama,9,4,combined,1.0,1294
sens_nollama,10,0,lexical,0.9935714285714285,1292
sens_nollama,10,0,rhythm,0.9288095238095238,0
sens_nollama,10,0,combined,0.9945238095238096,1292
sens_nollama,10,1,lexical,0.9996402877697842,1337
sens_nollama,10,1,rhythm,0.9251798561151079,0
sens_nollama,10,1,combined,1.0,1337
sens_nollama,10,2,lexical,1.0,1328
sens_nollama,10,2,rhythm,0.9281774580335731,0
sens_nollama,10,2,combined,1.0,1328
sens_nollama,10,3,lexical,1.0,1258
sens_nollama,10,3,rhythm,0.9342925659472422,0
sens_nollama,10,3,combined,1.0,1258
sens_nollama,10,4,lexical,1.0,1292
sens_nollama,10,4,rhythm,0.8986810551558753,0
sens_nollama,10,4,combined,0.9997601918465228,1292
sens_nollama,11,0,lexical,1.0,1340
sens_nollama,11,0,rhythm,0.9177380952380952,0
sens_nollama,11,0,combined,1.0,1340
sens_nollama,11,1,lexical,1.0,1296
sens_nollama,11,1,rhythm,0.918705035971223,0
sens_nollama,11,1,combined,1.0,1296
sens_nollama,11,2,lexical,0.9997601918465228,1307
sens_nollama,11,2,rhythm,0.9137889688249401,0
sens_nollama,11,2,combined,1.0,1307
sens_nollama,11,3,lexical,0.9934052757793765,1335
sens_nollama,11,3,rhythm,0.9431654676258993,0
sens_nollama,11,3,combined,0.9936450839328538,1335
sens_nollama,11,4,lexical,1.0,1262
sens_nollama,11,4,rhythm,0.9129496402877698,0
sens_nollama,11,4,combined,1.0,1262
sens_nollama,12,0,lexical,0.9936904761904762,1338
