word,old_excess_score,old_sig_bonferroni,old_direction,ai_doc_count,human_doc_count,p_ai,q_human,ratio_r,delta,r_ci_low,r_ci_high,delta_ci_low,delta_ci_high,chi2_doc,p_value,q_fdr,p_bonferroni,sig_fdr,sig_bonferroni,new_direction,survives_fdr,survives_bonferroni,survives_ci
取り入れる,2.2423,True,excess,39,40,0.11396,0.058488,1.9484,0.055472,1.2922,2.9246,0.019841,0.093936,9.118,0.0025310907628707294,0.007033592152927902,1.0,True,False,excess,True,False,True
メトリクス-metrics,2.231,True,excess,26,17,0.076923,0.025678,2.9957,0.051245,1.7116,5.4931,0.022704,0.081206,13.6066,0.0002253865557588507,0.0008203020496085808,0.37955095989790455,True,False,excess,True,False,True
解説,2.2245,True,excess,185,156,0.529915,0.223966,2.3661,0.305949,2.0194,2.7878,0.246099,0.364404,98.0565,4.066058222899567e-23,1.8506059587467216e-21,6.84724204736287e-20,True,True,excess,True,True,True
スキル-skill,2.2117,True,excess,57,67,0.165242,0.097004,1.7035,0.068238,1.2217,2.3675,0.024064,0.112416,9.4656,0.0020935776673822143,0.005935327932443854,1.0,True,False,excess,True,False,True
質,2.2117,True,excess,26,27,0.076923,0.039943,1.9258,0.03698,1.1316,3.1384,0.005641,0.066881,5.4869,0.019159907275269592,0.041740341334481235,1.0,True,False,excess,True,False,True
管理,2.1824,True,excess,217,318,0.621083,0.455064,1.3648,0.166018,1.2224,1.5368,0.106164,0.230164,24.981,5.789902430288917e-07,3.638132721121842e-06,0.0009750195692606536,True,True,excess,True,True,True
整備,2.1794,True,excess,29,37,0.08547,0.054208,1.5767,0.031262,1.0193,2.5678,0.001294,0.066889,3.0739,0.0795584815512063,0.14199368990631586,1.0,False,False,excess,False,False,True
固有,2.1522,True,excess,13,23,0.039886,0.034237,1.165,0.005649,0.5937,2.1081,-0.017155,0.028453,0.0324,0.8572409873100213,0.9552876803312647,1.0,False,False,excess,False,False,False
Selenium,2.1522,False,excess,8,5,0.025641,0.008559,2.9957,0.017082,1.1412,8.9872,0.00141,0.03418,3.5147,0.06082781372294129,0.11356323537631167,1.0,False,False,excess,False,False,True
臨む,2.1522,False,excess,5,11,0.017094,0.017118,0.9986,-2.4e-05,0.3329,2.2844,-0.015696,0.015655,0.0,1.0,1.0,1.0,False,False,deficit,False,False,False
exception,2.1522,False,excess,2,5,0.008547,0.008559,0.9986,-1.2e-05,0.2496,3.3286,-0.00999,0.009969,0.0,1.0,1.0,1.0,False,False,deficit,False,False,False
一助,2.1522,False,excess,6,8,0.019943,0.012839,1.5533,0.007104,0.5444,3.9943,-0.008567,0.024194,0.2262,0.6343329065717509,0.7679486805656567,1.0,False,False,excess,False,False,False
正常,2.1366,True,excess,23,60,0.068376,0.087019,0.7858,-0.018642,0.485,1.1835,-0.049994,0.014139,1.0221,0.3120317766627168,0.4397167463598453,1.0,False,False,deficit,False,False,False
工程,2.1207,True,excess,28,45,0.082621,0.065621,1.2591,0.017001,0.817,1.9368,-0.014343,0.052623,0.6643,0.4150326330943097,0.5542545234978727,1.0,False,False,excess,False,False,False
必須,2.0753,True,excess,64,75,0.185185,0.108417,1.7081,0.076769,1.2772,2.3045,0.032619,0.122377,10.9961,0.0009130143365287584,0.0028225745859069614,1.0,True,False,excess,True,False,True
デ-des,2.0734,False,excess,6,12,0.019943,0.018545,1.0754,0.001398,0.3803,2.5963,-0.014325,0.0185,0.0,1.0,1.0,1.0,False,False,excess,False,False,False
鍵,2.0647,True,excess,33,25,0.096866,0.03709,2.6117,0.059776,1.5977,4.3275,0.026998,0.093948,14.2368,0.0001611833343662461,0.0006154937303237153,0.27143273507275845,True,False,excess,True,False,True
確立,2.0595,False,excess,19,26,0.05698,0.038516,1.4794,0.018464,0.8224,2.5183,-0.008612,0.046962,1.2799,0.257926788339638,0.3767118053460108,1.0,False,False,excess,False,False,False
Conventional,2.0595,False,excess,9,2,0.02849,0.00428,6.6572,0.02421,2.4939,23.9658,0.008539,0.042731,9.658,0.0018852904711516036,0.005381066361727627,1.0,True,False,excess,True,False,True
包括,2.0397,False,excess,9,13,0.02849,0.019971,1.4265,0.008519,0.5706,3.1954,-0.01001,0.028474,0.2844,0.5938529414070735,0.7306787926502267,1.0,False,False,excess,False,False,False
Time,2.0397,False,excess,6,10,0.019943,0.015692,1.2709,0.004251,0.4609,3.1398,-0.01142,0.021353,0.0079,0.9290266144089547,1.0,1.0,False,False,excess,False,False,False
SSL,2.0397,False,excess,8,9,0.025641,0.014265,1.7974,0.011376,0.7262,4.3272,-0.004304,0.029892,0.9043,0.34161860118891463,0.47348619292356564,1.0,False,False,excess,False,False,False
マトリックス-matrix,2.0397,False,excess,7,8,0.022792,0.012839,1.7752,0.009953,0.6657,4.7932,-0.005726,0.028478,0.6848,0.4079446987715286,0.5465225717830184,1.0,False,False,excess,False,False,False
トレース-trace,2.0261,False,excess,10,8,0.031339,0.012839,2.441,0.0185,0.9076,5.7481,-0.001451,0.038443,3.1159,0.07753088874370552,0.13963852047529424,1.0,False,False,excess,False,False,False
順位,2.0181,True,excess,24,21,0.071225,0.031384,2.2695,0.039841,1.2649,3.9974,0.011335,0.068336,7.5485,0.006005980051796446,0.01509562747347047,1.0,True,False,excess,True,False,True
文化,2.0089,True,excess,49,29,0.14245,0.042796,3.3286,0.099654,2.2129,5.3787,0.061186,0.140967,31.5505,1.9432225963144462e-08,1.4807180326667546e-07,3.272386852193528e-05,True,True,excess,True,True,True
KPI,2.0089,False,excess,2,6,0.008547,0.009986,0.8559,-0.001439,0.2219,2.9957,-0.011416,0.010005,0.0157,0.900144405441971,0.9907849288407111,1.0,False,False,deficit,False,False,False
総合,2.0089,False,excess,5,11,0.017094,0.017118,0.9986,-2.4e-05,0.3151,2.2825,-0.014278,0.015651,0.0,1.0,1.0,1.0,False,False,deficit,False,False,False
維持,2.0049,True,excess,55,52,0.159544,0.075606,2.1102,0.083938,1.5162,2.975,0.044056,0.126677,16.6097,4.59165695939949e-05,0.0001962525461834706,0.07732350319628742,True,False,excess,True,False,True
GitLab,2.0007,True,excess,45,31,0.131054,0.045649,2.8709,0.085405,1.943,4.5122,0.049778,0.123889,23.4489,1.2827616004988919e-06,7.57954573768468e-06,0.002160170535240134,True,True,excess,True,True,True
特性,1.9914,True,excess,35,47,0.102564,0.068474,1.4979,0.03409,0.9616,2.2322,-0.002959,0.069709,3.0574,0.08037200382688642,0.1430723619920473,1.0,False,False,excess,False,False,False
セルフ-self,1.9863,False,excess,9,8,0.02849,0.012839,2.2191,0.015651,0.8553,5.9915,-0.002869,0.034168,2.16,0.14164736743274645,0.2280441364787237,1.0,False,False,excess,False,False,False
促す,1.9863,False,excess,10,16,0.031339,0.024251,1.2923,0.007088,0.5873,2.7466,-0.011441,0.029884,0.1232,0.7255423294057478,0.8490710790266014,1.0,False,False,excess,False,False,False
協力,1.9825,True,excess,28,41,0.082621,0.059914,1.379,0.022707,0.8683,2.1698,-0.008657,0.058333,1.4135,0.23446927631553108,0.3503516072008468,1.0,False,False,excess,False,False,False
JWT,1.9809,True,excess,28,14,0.082621,0.021398,3.8612,0.061223,2.1143,7.4907,0.031306,0.093981,20.3404,6.481740220874064e-06,3.248586467842835e-05,0.010915250531951925,True,True,excess,True,True,True
推奨,1.9795,True,excess,61,77,0.176638,0.11127,1.5875,0.065369,1.155,2.1665,0.01976,0.113814,7.8934,0.0049615617525189245,0.012816505596262665,1.0,True,False,excess,True,False,True
ユニット-unit,1.9743,True,excess,29,34,0.08547,0.049929,1.7118,0.035541,1.0754,2.6885,0.004194,0.066885,4.2743,0.0386925312649723,0.0762084475441092,1.0,False,False,excess,False,False,True
デプロイ-deploy,1.97,True,excess,83,110,0.239316,0.158345,1.5114,0.080971,1.1663,1.9457,0.029582,0.133692,9.4279,0.0021371087225180822,0.00604855645163101,1.0,True,False,excess,True,False,True
運用,1.964,True,excess,84,222,0.242165,0.318117,0.7612,-0.075952,0.6138,0.943,-0.127259,-0.016035,6.356,0.011698531567807284,0.02698674953450338,1.0,True,False,deficit,False,False,False
提案,1.9623,True,excess,33,51,0.096866,0.07418,1.3058,0.022686,0.8683,1.9123,-0.010084,0.058305,1.1792,0.27752834731903187,0.3991099375621261,1.0,False,False,excess,False,False,False
頻度,1.9552,True,excess,35,44,0.102564,0.064194,1.5977,0.03837,1.0355,2.4633,0.002739,0.078315,4.1081,0.042677293963095705,0.08327759331848571,1.0,False,False,excess,False,False,True
Management,1.9552,False,excess,3,17,0.011396,0.025678,0.4438,-0.014282,0.111,1.1095,-0.028539,0.001406,2.3001,0.1293689447711734,0.21192344649285602,1.0,False,False,deficit,False,False,False
増大,1.9552,False,excess,4,8,0.014245,0.012839,1.1095,0.001406,0.3329,2.9957,-0.010041,0.015655,0.0,1.0,1.0,1.0,False,False,excess,False,False,False
仕組み作り,1.9552,False,excess,4,7,0.014245,0.011412,1.2482,0.002833,0.3745,3.5949,-0.008611,0.017078,0.0,1.0,1.0,1.0,False,False,excess,False,False,False
Structured,1.9552,False,excess,5,4,0.017094,0.007133,2.3966,0.009961,0.7989,9.9858,-0.001447,0.022788,1.1347,0.2867694672247564,0.4078714381811569,1.0,False,False,excess,False,False,False
コード-code,1.947,True,excess,228,403,0.652422,0.57632,1.132,0.076102,1.0228,1.2508,0.013408,0.137433,5.2666,0.021738424587412025,0.04663376688560745,1.0,True,False,excess,True,False,True
可視,1.9441,True,excess,60,60,0.173789,0.087019,1.9972,0.086771,1.4221,2.847,0.041178,0.133793,16.0993,6.01064282080929e-05,0.0002499240125985888,0.10121922510242845,True,False,excess,True,False,True
進化,1.9441,True,excess,28,26,0.082621,0.038516,2.1451,0.044105,1.3106,3.6794,0.014184,0.076874,7.9286,0.0048659718474495335,0.012626034809098637,1.0,True,False,excess,True,False,True
クッキー-cookie,1.9098,False,excess,5,5,0.017094,0.008559,1.9972,0.008535,0.6657,5.9915,-0.004292,0.022784,0.6184,0.43164641674767323,0.5687735256675132,1.0,False,False,excess,False,False,False
Pipeline,1.9098,False,excess,4,8,0.014245,0.012839,1.1095,0.001406,0.3073,2.9957,-0.011424,0.015655,0.0,1.0,1.0,1.0,False,False,excess,False,False,False
データーベース-database,1.9085,True,excess,62,141,0.179487,0.202568,0.8861,-0.023081,0.636,1.1512,-0.080106,0.029653,0.7336,0.3917275334111042,0.5285810627117785,1.0,False,False,deficit,False,False,False
ビルド-build,1.9017,True,excess,86,101,0.247863,0.145506,1.7035,0.102357,1.3198,2.2277,0.052406,0.15652,15.7136,7.369125652498735e-05,0.00029974897581661525,0.1240960759880787,True,False,excess,True,False,True
避ける,1.898,True,excess,57,79,0.165242,0.114123,1.4479,0.051119,1.0428,1.9972,0.00548,0.098147,4.7398,0.02947178747853372,0.06104611330116948,1.0,False,False,excess,False,False,True
全体,1.8712,True,excess,127,202,0.364672,0.289586,1.2593,0.075086,1.0578,1.514,0.018061,0.136422,5.6443,0.01751210116454169,0.03859997167681702,1.0,True,False,excess,True,False,True
重複,1.8657,True,excess,39,57,0.11396,0.082739,1.3773,0.031221,0.9238,2.0371,-0.007263,0.071163,2.1798,0.13983615721157072,0.2253436255926173,1.0,False,False,excess,False,False,False
Hub,1.8636,True,excess,28,18,0.082621,0.027104,3.0483,0.055517,1.7823,5.3773,0.025592,0.08686,15.1444,9.959066553198641e-05,0.0003964791507230854,0.16771068075586512,True,False,excess,True,False,True
トラブル-trouble,1.8549,True,excess,26,43,0.076923,0.062767,1.2255,0.014156,0.744,1.8763,-0.017212,0.046913,0.4363,0.5089241945382801,0.6477916429345908,1.0,False,False,excess,False,False,False
Application,1.837,False,excess,3,27,0.011396,0.039943,0.2853,-0.028547,0.0689,0.5994,-0.045657,-0.011437,6.5239,0.010643453084271807,0.024824896113453912,1.0,True,False,deficit,False,False,False
Cookie,1.837,False,excess,11,11,0.034188,0.017118,1.9972,0.01707,0.8733,4.4395,-0.002869,0.038443,2.095,0.14777859063229556,0.23588544703771158,1.0,False,False,excess,False,False,False
Gradle,1.837,False,excess,5,5,0.017094,0.008559,1.9972,0.008535,0.6657,6.99,-0.004292,0.022788,0.6184,0.43164641674767323,0.5687735256675132,1.0,False,False,excess,False,False,False
フィックス-fix,1.837,False,excess,4,5,0.014245,0.008559,1.6643,0.005686,0.3994,5.3257,-0.007141,0.019931,0.1261,0.7225308352976738,0.8461348585822549,1.0,False,False,excess,False,False,False
測定,1.8204,True,excess,19,21,0.05698,0.031384,1.8156,0.025596,0.9986,3.3702,-5.7e-05,0.051297,3.1221,0.07723905068869352,0.13956068815424882,1.0,False,False,excess,False,False,False
常,1.8096,True,excess,60,89,0.173789,0.128388,1.3536,0.045401,0.9797,1.8084,-0.00306,0.090981,3.4032,0.06506858583310283,0.12094425887742292,1.0,False,False,excess,False,False,False
必ず,1.803,True,excess,63,109,0.182336,0.156919,1.162,0.025417,0.8588,1.493,-0.02302,0.071022,0.8352,0.360768076469983,0.4939296266467084,1.0,False,False,excess,False,False,False
動詞,1.802,False,excess,12,9,0.037037,0.014265,2.5963,0.022772,1.0894,5.9915,0.001402,0.045568,4.4278,0.03535717328531703,0.07037999977833792,1.0,False,False,excess,False,False,True
有無,1.802,False,excess,15,22,0.045584,0.03281,1.3893,0.012774,0.6947,2.5852,-0.011445,0.038423,0.5918,0.44172397249217477,0.5802364818071937,1.0,False,False,excess,False,False,False
近年,1.794,False,excess,13,21,0.039886,0.031384,1.2709,0.008502,0.587,2.3716,-0.015728,0.031311,0.1862,0.666118876499944,0.7955632539190821,1.0,False,False,excess,False,False,False
Web,1.7885,True,excess,78,209,0.225071,0.299572,0.7513,-0.074501,0.5991,0.9449,-0.12864,-0.016003,6.3587,0.011680806838568225,0.026982824027639084,1.0,True,False,deficit,False,False,False
関係,1.7809,True,excess,107,230,0.307692,0.329529,0.9337,-0.021837,0.7716,1.1302,-0.08026,0.038116,0.4594,0.4979119963286931,0.636661960377767,1.0,False,False,deficit,False,False,False
計画,1.7795,True,excess,42,78,0.122507,0.112696,1.0871,0.009811,0.7663,1.5242,-0.031534,0.052551,0.0953,0.7575911413043429,0.8732376494219637,1.0,False,False,excess,False,False,False
決定,1.7709,True,excess,49,93,0.14245,0.134094,1.0623,0.008356,0.7535,1.4614,-0.03724,0.053965,0.0499,0.8232732640035527,0.929217276529479,1.0,False,False,excess,False,False,False
特定,1.7686,True,excess,83,207,0.239316,0.296719,0.8065,-0.057403,0.6372,0.9829,-0.114407,-0.004682,3.7166,0.05387504987120736,0.10246537777291881,1.0,False,False,deficit,False,False,False
褒める,1.7582,False,excess,7,5,0.022792,0.008559,2.6629,0.014233,0.8876,8.9872,-0.001439,0.032757,2.3708,0.12362009135914868,0.20389445039060372,1.0,False,False,excess,False,False,False
通過,1.7582,False,excess,7,10,0.022792,0.015692,1.4525,0.0071,0.5447,3.495,-0.00858,0.025625,0.1868,0.6655524630489671,0.7954509210606533,1.0,False,False,excess,False,False,False
ヘッダー-header,1.7394,True,excess,40,45,0.116809,0.065621,1.7801,0.051189,1.1981,2.6862,0.015557,0.089648,7.1829,0.007359970727510615,0.018280517264200404,1.0,True,False,excess,True,False,True
コンテキスト-context,1.7188,True,excess,25,35,0.074074,0.051355,1.4424,0.022719,0.8497,2.3539,-0.008624,0.055469,1.6108,0.20438002175673656,0.3109087232505369,1.0,False,False,excess,False,False,False
信頼,1.7179,True,excess,57,69,0.165242,0.099857,1.6548,0.065385,1.2133,2.2264,0.022645,0.108132,8.5329,0.0034878862122364254,0.00945829368986496,1.0,True,False,excess,True,False,True
エンジニア-engineer,1.7135,True,excess,192,197,0.549858,0.282454,1.9467,0.267404,1.678,2.2571,0.204705,0.327253,70.258,5.203260245750854e-17,1.3691078521631935e-15,8.762290253844439e-14,True,True,excess,True,True,True
暗号,1.713,True,excess,38,43,0.111111,0.062767,1.7702,0.048344,1.1835,2.6453,0.012729,0.083975,6.637,0.009988216804809337,0.02355764299621698,1.0,True,False,excess,True,False,True
寄与,1.7019,False,excess,10,17,0.031339,0.025678,1.2205,0.005661,0.5442,2.3499,-0.014329,0.027031,0.0428,0.8361658042291429,0.9387354762145843,1.0,False,False,excess,False,False,False
軽減,1.6866,False,excess,22,30,0.065527,0.044223,1.4818,0.021305,0.8487,2.542,-0.008612,0.051233,1.5807,0.20866199344869876,0.3154280044592538,1.0,False,False,excess,False,False,False
単に,1.6725,False,excess,23,36,0.068376,0.052782,1.2954,0.015594,0.7883,2.135,-0.012916,0.04834,0.6487,0.4205630884318098,0.5603071526259238,1.0,False,False,excess,False,False,False
Transfer,1.6725,False,excess,13,18,0.039886,0.027104,1.4716,0.012782,0.6881,2.9957,-0.011445,0.036992,0.7022,0.40205123863495584,0.5399156984539598,1.0,False,False,excess,False,False,False
カーネル-colonel,1.6597,False,excess,18,12,0.054131,0.018545,2.9189,0.035586,1.521,5.6598,0.012782,0.061275,8.6857,0.003207231059013603,0.008767819973017706,1.0,True,False,excess,True,False,True
徐々,1.6597,False,excess,18,22,0.054131,0.03281,1.6498,0.021321,0.8953,2.9972,-0.004324,0.047013,2.0305,0.15417226525084882,0.24480641923436047,1.0,False,False,excess,False,False,False
誤り,1.6597,False,excess,6,13,0.019943,0.019971,0.9986,-2.8e-05,0.3804,2.1969,-0.015708,0.015686,0.0,1.0,1.0,1.0,False,False,deficit,False,False,False
命名,1.6423,True,excess,40,43,0.116809,0.062767,1.861,0.054042,1.2289,2.8628,0.016984,0.09392,8.2435,0.004089827799611831,0.010880363372111094,1.0,True,False,excess,True,False,True
脅威,1.6405,True,excess,21,25,0.062678,0.03709,1.6899,0.025588,0.9683,3.0545,-0.001492,0.054086,2.7311,0.09841398036043351,0.1677319863930513,1.0,False,False,excess,False,False,False
称賛,1.6269,False,excess,5,5,0.017094,0.008559,1.9972,0.008535,0.6141,6.6655,-0.004288,0.022784,0.6184,0.43164641674767323,0.5687735256675132,1.0,False,False,excess,False,False,False
manager,1.6269,False,excess,3,4,0.011396,0.007133,1.5977,0.004263,0.3994,5.9915,-0.005718,0.017086,0.018,0.8933406619603654,0.986482409666397,1.0,False,False,excess,False,False,False
恐れる,1.6269,False,excess,5,8,0.017094,0.012839,1.3314,0.004255,0.3994,3.6626,-0.008575,0.021353,0.0097,0.9213996625251715,1.0,1.0,False,False,excess,False,False,False
リカバリー,1.6269,False,excess,4,7,0.014245,0.011412,1.2482,0.002833,0.3631,3.3327,-0.009998,0.015663,0.0,1.0,1.0,1.0,False,False,excess,False,False,False
ディストリビューション-distribution,1.6269,False,excess,5,7,0.017094,0.011412,1.4979,0.005682,0.4993,4.3962,-0.007149,0.021357,0.0948,0.7581196220041039,0.8732376494219637,1.0,False,False,excess,False,False,False
洗い出し,1.6269,False,excess,4,4,0.014245,0.007133,1.9972,0.007112,0.5706,6.99,-0.004292,0.019974,0.3936,0.5304005772193956,0.6689037894455967,1.0,False,False,excess,False,False,False
段階,1.6214,True,excess,74,107,0.213675,0.154066,1.3869,0.05961,1.0619,1.7975,0.011139,0.112306,5.2078,0.0224856390341903,0.047870816856607414,1.0,True,False,excess,True,False,True
整える,1.6087,False,excess,15,24,0.045584,0.035663,1.2782,0.009921,0.6865,2.3966,-0.014314,0.035578,0.2696,0.6035799307698919,0.740297598992351,1.0,False,False,excess,False,False,False
不備,1.6006,False,excess,7,14,0.022792,0.021398,1.0651,0.001394,0.4278,2.2191,-0.015712,0.018496,0.0,1.0,1.0,1.0,False,False,excess,False,False,False
ポリシー-policy,1.596,False,excess,17,18,0.051282,0.027104,1.892,0.024178,0.9986,3.8131,-4.9e-05,0.051254,3.1071,0.07794958978127166,0.13994361321072651,1.0,False,False,excess,False,False,False
ロール-role,1.5791,False,excess,6,9,0.019943,0.014265,1.398,0.005678,0.4993,3.4255,-0.010002,0.021353,0.0761,0.7826720024770065,0.8958869225540558,1.0,False,False,excess,False,False,False
Infrastructure,1.5791,False,excess,3,8,0.011396,0.012839,0.8876,-0.001443,0.2496,2.6629,-0.012851,0.012806,0.0115,0.9146595356254833,1.0,1.0,False,False,deficit,False,False,False
